TRATWYC12903CE60D6	The Dillinger Escape Plan	Parasitic Twins	Rock|Metal	48|0.238852076682	17|0.194238793606	1|0.150125004152	23|0.134484341652	5|0.0767043140941	22|0.0745661948628	8|0.0603347989499	41|0.0167217172762	2|0.015671793147	0|0.00436577097395	15|0.00194673531549	32|0.00170680885202	31|0.00170563227107	27|0.00165318029157	7|0.00155678860253	49|0.00129897561181	26|0.00128627120441	24|0.00123443518997	28|0.00122783349819	38|0.0012115566396	6|0.00114899540426	4|0.0011332511807	37|0.00103989805553	21|0.000989813169694	25|0.000922289583857	39|0.000917374432475	35|0.000888315923539	29|0.000864265426006	11|0.000854747101867	30|0.00085380724348	36|0.000847747929405	14|0.000822935120642	3|0.000746287045364	9|0.000742908662363	20|0.000711480748478	18|0.000707017874042	12|0.000674266914939	16|0.000660831362273	44|0.000595571275864	46|0.000527639745694	34|0.000481383649323	42|0.000428318647001	19|0.000379682487793	43|0.000306271344039	33|0.000273186618943	10|0.000195067963452	45|0.000176147152083	47|9.7811727607e-05	13|7.45196773014e-05	40|4.51436599084e-05
TRAMLGE128F92F81DD	Noisettes	Don't Upset The Rhythm (Go Baby Go)	Pop	39|0.73302593947	24|0.0529512143556	5|0.0388616643043	22|0.0303032884004	32|0.0232900834683	11|0.0228583927858	44|0.0227270833012	7|0.0157389629729	8|0.0156179447464	0|0.00968699891861	49|0.00813323009529	28|0.00809718647806	48|0.00141078786858	1|0.00130856653368	17|0.00123314485614	41|0.000996818531241	15|0.000986298817917	31|0.000864145772344	23|0.000859456280797	27|0.000837571371107	26|0.000651679639413	38|0.000613826066627	6|0.000582129886891	4|0.000574153194343	37|0.000526856535021	21|0.000501481403999	25|0.000467271086673	2|0.000464882361354	35|0.000450058586984	29|0.000437873583148	30|0.000432575023565	36|0.000429505117624	14|0.000416933894532	3|0.000378100723201	9|0.000376389090842	20|0.000360466374452	18|0.000358205292658	12|0.000341612265351	16|0.000334805243561	46|0.000267324711954	34|0.000243889408341	42|0.000217004423697	19|0.000192363279134	43|0.000155170074834	33|0.000138407947496	10|9.88297177512e-05	45|8.92436308604e-05	47|4.95555767389e-05	13|3.77548344909e-05	40|2.28716960389e-05
TRATFEN128F14A3A6E	Bobbie Gentry	Ace Insurance Man	Country|Pop	0|0.22401377246	4|0.207045288831	6|0.122940944373	32|0.10793685685	5|0.0779860985196	20|0.0768346482406	23|0.0696984935777	30|0.0310288633364	2|0.0157687292274	29|0.0157411008739	46|0.0155666396502	15|0.00865551557466	31|0.00853056036584	48|0.00144315102325	1|0.00133858475404	17|0.00126143292027	41|0.00101968532292	27|0.000856785068948	7|0.000806828654415	8|0.000683034297181	49|0.000673213269477	26|0.000666629022966	24|0.000639764243948	28|0.000636342819818	38|0.000627907097782	37|0.000538942504788	21|0.000512985273999	25|0.00047799017973	39|0.000475442830032	35|0.000460382829191	11|0.000442985292251	36|0.000439357867892	14|0.000426498263785	22|0.000412073843718	3|0.000386774268286	9|0.000385023371467	18|0.000366422441065	12|0.000349448773464	16|0.000342485600133	44|0.000308663597828	34|0.000249484176214	42|0.000221982456102	19|0.000196776049255	43|0.00015872964126	33|0.000141582994511	10|0.000101096849127	45|9.12908595703e-05	47|5.06923704625e-05	13|3.8620921856e-05	40|2.33963675737e-05
TRAYABW128F4235888	NOFX	We March To The Beat Of Indifferent Drum	Punk	23|0.264212850977	27|0.248730130312	18|0.139677479372	49|0.109421803822	4|0.0629358317053	26|0.0476584142932	9|0.047089887234	46|0.0159896002865	45|0.0156218291666	0|0.00456796105896	5|0.00306906727239	48|0.0029135438258	1|0.00270243743213	17|0.00254667740057	41|0.00205861883407	15|0.00203689363605	32|0.00178585556082	31|0.00178462448938	7|0.00162888748764	8|0.00137896195707	24|0.00129160505927	28|0.00128469762617	38|0.00126766694438	6|0.00120220833729	37|0.00108805840968	21|0.00103565396394	25|0.000965003187131	2|0.000960070017475	39|0.000959860402444	35|0.000929456119205	29|0.000904291781259	11|0.000894332639043	30|0.000893349253397	36|0.000887009316899	14|0.000861047363129	22|0.000831926239041	3|0.000780849518303	20|0.000744431252267	12|0.000705493950362	16|0.000691436162688	44|0.000623153713792	34|0.000503677764511	42|0.000448155185419	19|0.000397266560559	43|0.000320455557883	33|0.000285838594056	10|0.000204102062664	47|0.000102341640339	13|7.79708752636e-05	40|4.72343789336e-05
TRBAOJU128F42621E6	The Distillers	Ask The Angels	Punk	34|0.671149053121	41|0.0621495381907	24|0.0617166559325	5|0.0540072787753	15|0.0447122175648	17|0.0362873962689	39|0.0266793090362	48|0.0103568567126	22|0.00918204688345	0|0.00257803622786	1|0.00152518410591	32|0.0010078895757	31|0.00100719479159	23|0.00100172901068	27|0.000976221315386	7|0.000919300952888	8|0.00077824960333	49|0.000767059519689	26|0.000759557426081	28|0.000725049311797	38|0.000715437646094	6|0.000678494542088	4|0.000669197403289	37|0.00061407134649	21|0.000584495665373	25|0.000544622238306	2|0.000541838088019	35|0.000524560414721	29|0.000510358328924	11|0.00050473765285	30|0.000504182656039	36|0.000500604563808	14|0.000485952324768	3|0.000440690785388	9|0.00043869581272	20|0.000420137280665	18|0.000417501903765	12|0.000398162098821	16|0.000390228255814	44|0.000351691450288	46|0.000311577127563	42|0.000252926916145	19|0.000224206724186	43|0.000180856628806	33|0.000161319731339	10|0.000115189798016	45|0.000104016848848	47|5.77589110344e-05	13|4.40046967461e-05	40|2.665783235e-05
TRAJXNB128F4261F43	Steve Vai	Brother	Rock	41|0.26779261758	27|0.172651133618	15|0.116185421882	29|0.0958477330888	1|0.079107158195	31|0.0779806613927	0|0.0624492810612	42|0.0384451852928	17|0.0220732838219	20|0.0198612595319	5|0.00376688354182	48|0.00357599860534	32|0.00219190696165	23|0.00217850927834	7|0.00199924893269	8|0.00169249763523	49|0.00166816201074	26|0.00165184683932	24|0.00158527833002	28|0.00157680034836	38|0.00155589738689	6|0.00147555540418	4|0.00145533645982	37|0.00133545111664	21|0.00127113143034	25|0.00118441673016	2|0.00117836190179	39|0.00117810462642	35|0.0011407872971	11|0.00109767776328	30|0.00109647078446	36|0.00108868933155	14|0.00105682438768	22|0.00102108197042	3|0.000958391895021	9|0.000954053329979	18|0.00090796189526	12|0.000865902671596	16|0.000848648553545	44|0.000764840669875	46|0.000677602082075	34|0.000618199378875	19|0.000487593374751	43|0.000393317793238	33|0.000350829942781	10|0.000250508911165	45|0.000226210549863	47|0.000125611140591	13|9.56991752556e-05	40|5.79740972815e-05
TRAEPZJ12903CB00C4	Unearth	Fuel the Fire	Metal	15|0.275237141256	41|0.15803321089	31|0.157802040861	29|0.157059300939	0|0.108051569873	3|0.052757587811	22|0.039775985872	21|0.0138984805879	5|0.00258938327007	48|0.00245816756999	1|0.00228005633441	17|0.00214864102674	32|0.00150673286101	23|0.0014975231956	27|0.00145939076162	7|0.00137429832421	8|0.001163435241	49|0.00114670675491	26|0.00113549158687	24|0.00108973190718	28|0.00108390408064	38|0.00106953523219	6|0.00101430756625	4|0.00100040891616	37|0.000917998855297	25|0.000814176714468	2|0.000810014581207	39|0.000809837728239	35|0.000784185523393	11|0.000754551714863	30|0.0007537220288	36|0.000748373001215	14|0.000726468805971	9|0.000655823229991	20|0.000628079367199	18|0.000624139640991	12|0.00059522782333	16|0.000583367216512	44|0.00052575706492	46|0.000465788622241	34|0.000424954770025	42|0.000378110167201	19|0.000335175248494	43|0.00027036952492	33|0.000241163066071	10|0.000172201655924	45|0.000155498784824	47|8.6346015843e-05	13|6.57843123141e-05	40|3.98518180696e-05
TRAYYAU128F92D58D0	Aaron Watson	Whiskey on the Fire	Country	32|0.30228780624	26|0.151511658568	0|0.141593037904	17|0.139951803242	5|0.0777014436562	3|0.0758434648041	37|0.0384881944736	15|0.0141888151637	8|0.0136545901568	43|0.0127951079239	48|0.00236572887491	1|0.00219431546188	41|0.00167154994377	31|0.00144907299764	23|0.00144120926007	27|0.00140451078546	7|0.00132261822506	49|0.00110358517225	24|0.00104875284753	28|0.00104314417475	38|0.00102931566278	6|0.00097616481757	4|0.000962788822279	21|0.000840926594344	25|0.000783559829773	2|0.000779554212353	39|0.000779384009892	35|0.000754696448942	29|0.000734263599993	11|0.000726177011386	30|0.000725378525433	36|0.000720230646514	14|0.000699150152328	22|0.000675504486347	9|0.000631161183219	20|0.000604460620527	18|0.000600669046607	12|0.000572844449659	16|0.0005614298576	44|0.000505986119438	46|0.000448272773057	34|0.000408974466286	42|0.00036389144148	19|0.000322571078227	33|0.000232094197291	10|0.000165726061437	45|0.000149651297073	47|8.30989983786e-05	13|6.33105118859e-05	40|3.83532017409e-05
TRABDTV128E0791839	Natural Elements	Mayday	Rap	5|0.39076049323	15|0.211146534837	32|0.0922421139319	27|0.0625287567173	22|0.0608069427401	41|0.033553720588	31|0.0330282602237	36|0.0313068334694	0|0.00876033585497	48|0.00558753065376	1|0.00518267542715	17|0.00488396224383	23|0.00340394074932	7|0.00312384481337	8|0.00264454309466	49|0.00260651845797	26|0.00258102585281	24|0.00247701194585	28|0.00246376502165	38|0.00243110395243	6|0.00230556886681	4|0.0022739765806	37|0.00208665463116	21|0.00198615453076	25|0.00185066201556	2|0.00184120129064	39|0.00184079929552	35|0.00178249062581	29|0.00173423100864	11|0.00171513158342	30|0.00171324566793	14|0.00165129780895	3|0.00149749613542	9|0.0014907170877	20|0.00142765398098	18|0.00141869879777	12|0.00135298087463	16|0.00132602115675	44|0.00119507056904	46|0.00105875947463	34|0.000965942205471	42|0.000859462217111	19|0.000761869124872	43|0.000614562663169	33|0.00054817500673	10|0.000391422473736	45|0.000353456061106	47|0.000196268560469	13|0.000149530839996	40|9.05850592897e-05
TRBHGUK128E078E031	Jesus Jones	Yellow Brown	Rock|Electronic	5|0.425873580743	41|0.143305525997	17|0.103761640965	26|0.0821094341042	31|0.0425014243611	39|0.0414281237006	11|0.0413428496291	34|0.0408344737898	0|0.026033990651	48|0.0037915187655	1|0.00351679701736	15|0.00265069650782	32|0.00232400996044	23|0.00230980481852	27|0.00225098871469	7|0.00211974071631	8|0.00179450197071	49|0.00176869967404	24|0.00168082071616	28|0.00167183177905	38|0.00164966902693	6|0.00156448495146	4|0.00154304744115	37|0.00141593678521	21|0.00134774064631	25|0.00125579977908	2|0.00124938003514	35|0.00120954086445	29|0.0011767934389	30|0.00116255346098	36|0.00115430303139	14|0.00112051763436	22|0.00108262107435	3|0.00101615276059	9|0.00101155271663	20|0.000968760118728	18|0.000962683419144	12|0.00091808934812	16|0.00089979534983	44|0.000810936488656	46|0.000718440159875	42|0.00058320344466	19|0.000516979908086	43|0.000417022476362	33|0.000371973945843	10|0.000265606713658	45|0.000239843925968	47|0.000133181538717	13|0.00010146682336	40|6.14681105937e-05
TRBFURI128F1455498	KT Tunstall	Under The Weather	Pop	32|0.265458155619	23|0.225859093561	48|0.108063222584	1|0.0682930300337	7|0.0673753191182	41|0.054546092702	5|0.0422132851219	21|0.0404750468607	30|0.0403533994358	29|0.0271661765686	11|0.0139610861667	22|0.0139077388262	0|0.00390486511305	17|0.00217699573339	15|0.00174121337632	31|0.00152556421093	27|0.00147864972411	8|0.00117878860368	49|0.00116183935885	26|0.00115047618897	24|0.00110411263815	28|0.00109820790425	38|0.00108364943619	6|0.0010276929541	4|0.00101361088941	37|0.000930113297833	25|0.000824921060133	2|0.00082070400096	39|0.000820524814139	35|0.000794534087997	36|0.000758248963114	14|0.000736055707473	3|0.000667499569984	9|0.000664477851713	20|0.0006363678649	18|0.000632376147792	12|0.000603082793105	16|0.000591065666876	44|0.000532695258485	46|0.000471935437638	34|0.000430562718349	42|0.000383099927119	19|0.000339598414453	43|0.000273937477161	33|0.00024434559303	10|0.000174474128328	45|0.000157550836504	47|8.74854876856e-05	13|6.66524400538e-05	40|4.03777256534e-05
TRAYDJL128F145F261	Suzi Quatro	Too Big	Rock	3|0.308173114617	6|0.251521682967	0|0.151473228152	25|0.114636912528	27|0.0354539337936	48|0.0249350700267	49|0.023787957865	39|0.023493304336	18|0.023330877421	16|0.0119027378649	5|0.00226488889807	1|0.00199432596112	17|0.00187937925747	41|0.00151920519455	15|0.00150317258417	32|0.00131791325321	31|0.00131700475568	23|0.00130985771768	7|0.00120207504741	8|0.0010176367444	26|0.000993194911961	24|0.000953169709167	28|0.000948072209778	38|0.000935504025801	4|0.000875040429101	37|0.000802957769845	21|0.000764284701826	2|0.000708505787251	35|0.000685913555747	29|0.00066734295283	11|0.000659993374395	30|0.000659267662303	36|0.000654588960106	14|0.000635429738216	22|0.000613939133811	9|0.000573637271035	20|0.000549370192633	12|0.000520635513664	44|0.000459870639154	46|0.000407417276368	34|0.000371700609925	42|0.000330726443568	19|0.000293172010493	43|0.000236487561516	33|0.000210941175562	10|0.000150621819196	45|0.000136012105849	47|7.55253712096e-05	13|5.75404036745e-05	40|3.48576981079e-05
TRABYAR128F931B1A4	Robben Ford	Something For The Pain	Blues	46|0.259574002934	11|0.211371295528	17|0.132167906662	5|0.116528469792	48|0.100178199059	41|0.0507201730909	1|0.0352080617187	38|0.0337036165028	6|0.0174477843005	0|0.00478978848576	15|0.0021358084184	32|0.00187257953648	31|0.00187128868226	23|0.00186113369136	27|0.0018137424003	7|0.00170798884496	8|0.00144592653462	49|0.00142513623959	26|0.00141119793989	24|0.00135432744745	28|0.00134708457846	4|0.00124331612657	37|0.00114089625005	21|0.00108594696138	25|0.00101186527091	2|0.00100669253872	39|0.00100647274445	35|0.000974591981043	29|0.000948205622975	30|0.000936731708622	36|0.000930083894762	14|0.000902861187381	22|0.000872325895367	3|0.00081876880814	9|0.000815062305876	20|0.000780582013402	18|0.000775685690459	12|0.000739753854422	16|0.000725013398304	44|0.000653415045499	34|0.000528137154816	42|0.000469918311309	19|0.000416558454194	43|0.000336017387525	33|0.000299719369084	10|0.000214013582219	45|0.000193255121691	47|0.000107311512551	13|8.17572645085e-05	40|4.95281552158e-05
TRACTUH128F92C93A3	Eddie Money	Two Tickets To Paradise	Rock	8|0.732177644967	21|0.115612029917	39|0.0582163737596	0|0.0185719598489	27|0.0159371191953	35|0.0151941778646	5|0.0028491482939	48|0.00270476913137	1|0.00250878990773	17|0.00236419111312	41|0.00191110517245	15|0.00189093672863	32|0.00165788719265	31|0.00165674433562	23|0.00164775362039	7|0.00151216692059	49|0.00126174353258	26|0.00124940326712	24|0.00119905301005	28|0.00119264054024	38|0.00117683021949	6|0.00111606215475	4|0.00110076920232	37|0.0010100918248	25|0.000895854323219	2|0.000891274647812	29|0.000839493291313	11|0.000830247787538	30|0.00082933486798	36|0.000823449229884	14|0.000799347621895	22|0.000772313219047	3|0.000724896483332	9|0.000721614933729	20|0.000691087827041	18|0.0006867528704	12|0.000654940640471	16|0.000641890186306	44|0.000578500626708	46|0.000512516193998	34|0.000467585919781	42|0.000416041900881	19|0.000368799782729	43|0.000297492796664	33|0.00026535636736	10|0.000189476799304	45|0.000171098308469	47|9.50081846005e-05	13|7.23837461073e-05	40|4.38497231268e-05
TRAYKTU128F934C82A	Y&T	Mean Streak	Rock|Metal	23|0.288040825404	46|0.182811526391	11|0.0919274205993	38|0.0792177085617	48|0.0675816453446	42|0.0655015879418	17|0.0542474232464	0|0.0429280920985	41|0.027786255341	26|0.0271848826967	28|0.0271332951905	29|0.0137876498345	5|0.00258938327007	1|0.00228005633441	15|0.0017185346022	32|0.00150673286101	31|0.00150569420154	27|0.00145939076162	7|0.00137429832421	8|0.001163435241	49|0.00114670675491	24|0.00108973190718	6|0.00101430756625	4|0.00100040891616	37|0.000917998855297	21|0.00087378503297	25|0.000814176714468	2|0.000810014581207	39|0.000809837728239	35|0.000784185523393	30|0.0007537220288	36|0.000748373001215	14|0.000726468805971	22|0.000701899207189	3|0.000658805591302	9|0.000655823229991	20|0.000628079367199	18|0.000624139640991	12|0.00059522782333	16|0.000583367216512	44|0.00052575706492	34|0.000424954770025	19|0.000335175248494	43|0.00027036952492	33|0.000241163066071	10|0.000172201655924	45|0.000155498784824	47|8.6346015843e-05	13|6.57843123141e-05	40|3.98518180696e-05
TRAEVHU128F92D9EA0	Blue October	My Never	Rock	0|0.385378887346	8|0.176584160951	25|0.134975042268	36|0.0522587615821	5|0.0433862988216	38|0.0318475333704	20|0.0314973088584	48|0.022616181188	41|0.0220439425342	9|0.0211863096717	17|0.0120376119615	15|0.0116963914124	4|0.011126673717	2|0.0109756263115	34|0.010670143034	1|0.00180885945924	32|0.00119535116175	31|0.00119452715184	23|0.00118804476755	27|0.00115779278961	7|0.00109028557148	49|0.000909728119127	26|0.000900830679838	24|0.000864527704249	28|0.000859904257447	6|0.000804690571942	37|0.000728285037487	21|0.000693208452081	39|0.000642476509493	35|0.000622125594173	29|0.000605282003203	11|0.000598615914142	30|0.000597957691159	14|0.000576336624537	22|0.000556844583706	3|0.000522656702663	18|0.000495154824228	12|0.000472217928297	16|0.000462808436737	44|0.000417104010016	46|0.000369528657092	42|0.000299969848226	19|0.000265907867973	43|0.000214494907543	33|0.000191324261028	10|0.000136614429001	45|0.000123363376415	47|6.85017318075e-05	13|5.21893138356e-05	40|3.16160337775e-05
TRAMPWN128F934C221	Unearth	Crow Killer	Metal	15|0.696127693841	44|0.0737599625142	27|0.0568128066522	30|0.0558237224723	18|0.0373863344943	22|0.0192395625475	0|0.00540187715063	5|0.00362934888421	48|0.00344543344761	1|0.00319578797349	17|0.00301159276154	41|0.00243443538552	32|0.00211187709874	31|0.00211042128583	23|0.00209896858526	7|0.00192625330796	8|0.00163070196775	49|0.001607254874	26|0.00159153539434	24|0.00152739740275	28|0.00151922896511	38|0.00149908920261	6|0.00142168062812	4|0.00140219990822	37|0.00128669176159	21|0.00122472048503	25|0.00114117187068	2|0.00113533811332	39|0.00113509023147	35|0.00109913541469	29|0.00106937713514	11|0.00105759987565	36|0.00104893962525	14|0.00101823811903	3|0.000923399546659	9|0.000919219389237	20|0.000880332848711	12|0.000834287245705	16|0.000817663101794	46|0.000652861797616	34|0.00059562797762	42|0.000529969328723	19|0.000469790597707	43|0.00037895716132	33|0.000338020607021	10|0.000241362449125	45|0.000217951258017	47|0.000121024886458	13|9.22050525529e-05	40|5.58573746562e-05
